"REPORTING_PERIOD_START","REPORTING_PERIOD_END","ORG_CODE","ORG_NAME","ORG_LEVEL","DIMENSION","COUNT_OF","MEASURE","MEASURE_DESC","MEASURE_2","MEASURE_2_DESC","MEASURE_VALUE","MEASURE_VALUE_0_18","MEASURE_VALUE_19_64","MEASURE_VALUE_65_PLUS"
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","0 to 4","","","",1790,1790,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","10 to 14","","","",240,240,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","100 to 104","","","",30,0,0,30
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","105 to 109","","","",5,0,0,5
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","15 to 19","","","",250,175,75,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","20 to 24","","","",180,0,180,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","25 to 29","","","",255,0,255,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","30 to 34","","","",345,0,345,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","35 to 39","","","",295,0,295,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","40 to 44","","","",210,0,210,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","45 to 49","","","",265,0,265,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","5 to 9","","","",265,265,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","50 to 54","","","",325,0,325,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","55 to 59","","","",390,0,390,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","60 to 64","","","",460,0,460,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","65 to 69","","","",510,0,0,510
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","70 to 74","","","",540,0,0,540
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","75 to 79","","","",785,0,0,785
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","80 to 84","","","",800,0,0,800
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","85 to 89","","","",690,0,0,690
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","90 to 94","","","",550,0,0,550
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate","PatientWithReferral","95 to 99","","","",230,0,0,230
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","0 to 4","","1","Male",970,970,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","0 to 4","","2","Female",825,825,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","10 to 14","","1","Male",120,120,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","10 to 14","","2","Female",120,120,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","100 to 104","","1","Male",10,0,0,10
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","100 to 104","","2","Female",25,0,0,25
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","105 to 109","","1","Male",5,0,0,5
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","105 to 109","","2","Female",5,0,0,5
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","15 to 19","","1","Male",105,85,20,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","15 to 19","","2","Female",145,90,55,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","20 to 24","","1","Male",50,0,50,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","20 to 24","","2","Female",130,0,130,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","25 to 29","","1","Male",55,0,55,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","25 to 29","","2","Female",200,0,200,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","30 to 34","","1","Male",45,0,45,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","30 to 34","","2","Female",300,0,300,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","35 to 39","","1","Male",80,0,80,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","35 to 39","","2","Female",215,0,215,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","40 to 44","","1","Male",80,0,80,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","40 to 44","","2","Female",130,0,130,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","45 to 49","","1","Male",105,0,105,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","45 to 49","","2","Female",160,0,160,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","5 to 9","","1","Male",150,150,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","5 to 9","","2","Female",115,115,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","50 to 54","","1","Male",125,0,125,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","50 to 54","","2","Female",200,0,200,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","55 to 59","","1","Male",160,0,160,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","55 to 59","","2","Female",225,0,225,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","60 to 64","","1","Male",200,0,200,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","60 to 64","","2","Female",260,0,260,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","65 to 69","","1","Male",235,0,0,235
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","65 to 69","","2","Female",275,0,0,275
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","70 to 74","","1","Male",250,0,0,250
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","70 to 74","","2","Female",290,0,0,290
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","75 to 79","","1","Male",380,0,0,380
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","75 to 79","","2","Female",405,0,0,405
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","80 to 84","","1","Male",375,0,0,375
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","80 to 84","","2","Female",425,0,0,425
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","85 to 89","","1","Male",310,0,0,310
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","85 to 89","","2","Female",385,0,0,385
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","90 to 94","","1","Male",230,0,0,230
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","90 to 94","","2","Female",325,0,0,325
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","95 to 99","","1","Male",60,0,0,60
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_PatientWithReferrals","PatientWithReferral","95 to 99","","2","Female",170,0,0,170
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","0 to 4","","1","Male",1050,1050,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","0 to 4","","2","Female",895,895,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","10 to 14","","1","Male",125,125,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","10 to 14","","2","Female",120,120,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","100 to 104","","1","Male",15,0,0,15
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","100 to 104","","2","Female",35,0,0,35
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","105 to 109","","1","Male",5,0,0,5
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","105 to 109","","2","Female",5,0,0,5
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","15 to 19","","1","Male",110,90,20,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","15 to 19","","2","Female",150,95,55,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","20 to 24","","1","Male",50,0,50,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","20 to 24","","2","Female",135,0,135,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","25 to 29","","1","Male",60,0,60,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","25 to 29","","2","Female",205,0,205,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","30 to 34","","1","Male",45,0,45,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","30 to 34","","2","Female",310,0,310,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","35 to 39","","1","Male",80,0,80,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","35 to 39","","2","Female",225,0,225,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","40 to 44","","1","Male",85,0,85,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","40 to 44","","2","Female",130,0,130,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","45 to 49","","1","Male",110,0,110,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","45 to 49","","2","Female",175,0,175,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","5 to 9","","1","Male",150,150,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","5 to 9","","2","Female",120,120,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","50 to 54","","1","Male",135,0,135,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","50 to 54","","2","Female",215,0,215,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","55 to 59","","1","Male",175,0,175,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","55 to 59","","2","Female",245,0,245,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","60 to 64","","1","Male",230,0,230,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","60 to 64","","2","Female",280,0,280,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","65 to 69","","1","Male",265,0,0,265
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","65 to 69","","2","Female",290,0,0,290
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","70 to 74","","1","Male",305,0,0,305
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","70 to 74","","2","Female",340,0,0,340
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","75 to 79","","1","Male",465,0,0,465
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","75 to 79","","2","Female",460,0,0,460
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","80 to 84","","1","Male",505,0,0,505
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","80 to 84","","2","Female",495,0,0,495
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","85 to 89","","1","Male",390,0,0,390
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","85 to 89","","2","Female",470,0,0,470
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","90 to 94","","1","Male",315,0,0,315
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","90 to 94","","2","Female",400,0,0,400
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","95 to 99","","1","Male",75,0,0,75
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Gender_Referrals","Referrals","95 to 99","","2","Female",200,0,0,200
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Group_PrimaryReferralReason","Referrals","0 to 4","","025","Emotional/Behavioural Problems",10,10,0,0
"2026-01-01","2026-01-31","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Provider","AgeYr_Referral_ReceivedDate_Group_PrimaryReferralReason","Referrals","0 to 4","","031","Family Support",25,25,0,0
