Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RH5,Mental Illness,148.706522,30/09/2016
RH8,Mental Illness,0,30/09/2016
RBA,Mental Illness,0,30/09/2016
RBD,Mental Illness,0,30/09/2016
RBZ,Mental Illness,0,30/09/2016
RD1,Mental Illness,0,30/09/2016
RD3,Mental Illness,0,30/09/2016
RDR,Mental Illness,0,30/09/2016
R1J,Mental Illness,0,30/09/2016
RA2,Mental Illness,0,30/09/2016
RA3,Mental Illness,0,30/09/2016
RA4,Mental Illness,0,30/09/2016
RA7,Mental Illness,0,30/09/2016
RA9,Mental Illness,0,30/09/2016
RWK,Mental Illness,916,30/09/2016
RYJ,Mental Illness,0,30/09/2016
RYX,Mental Illness,0,30/09/2016
TAF,Mental Illness,182,30/09/2016
R1C,Mental Illness,66,30/09/2016
R1F,Mental Illness,57,30/09/2016
RQY,Mental Illness,416.01087,30/09/2016
RRP,Mental Illness,497.706522,30/09/2016
RRV,Mental Illness,12,30/09/2016
RT3,Mental Illness,0,30/09/2016
RV3,Mental Illness,789.315217,30/09/2016
RVR,Mental Illness,0,30/09/2016
RP4,Mental Illness,10.684783,30/09/2016
RP6,Mental Illness,0,30/09/2016
RPG,Mental Illness,446.173913,30/09/2016
RPY,Mental Illness,0,30/09/2016
RQM,Mental Illness,0,30/09/2016
RQX,Mental Illness,0,30/09/2016
RJ2,Mental Illness,0,30/09/2016
RJ6,Mental Illness,0,30/09/2016
RJ7,Mental Illness,0,30/09/2016
RJZ,Mental Illness,0,30/09/2016
RKE,Mental Illness,12,30/09/2016
RKL,Mental Illness,752.347826,30/09/2016
RAP,Mental Illness,0,30/09/2016
RAS,Mental Illness,0,30/09/2016
RAT,Mental Illness,204.369565,30/09/2016
RAX,Mental Illness,0,30/09/2016
RF4,Mental Illness,0,30/09/2016
RJ1,Mental Illness,0,30/09/2016
RYW,Mental Illness,0,30/09/2016
TAJ,Mental Illness,156,30/09/2016
R1H,Mental Illness,0,30/09/2016
R1K,Mental Illness,0,30/09/2016
RAL,Mental Illness,6,30/09/2016
RAN,Mental Illness,0,30/09/2016
RY3,Mental Illness,0,30/09/2016
RY5,Mental Illness,0,30/09/2016
RY8,Mental Illness,54.73913,30/09/2016
RYG,Mental Illness,241,30/09/2016
RYK,Mental Illness,181,30/09/2016
RYV,Mental Illness,0,30/09/2016
RWP,Mental Illness,0,30/09/2016
RX1,Mental Illness,0,30/09/2016
RXK,Mental Illness,0,30/09/2016
RXM,Mental Illness,287,30/09/2016
RXT,Mental Illness,671.847826,30/09/2016
RXW,Mental Illness,0,30/09/2016
RTG,Mental Illness,0,30/09/2016
RWD,Mental Illness,0,30/09/2016
RWE,Mental Illness,0,30/09/2016
RWG,Mental Illness,0,30/09/2016
RWH,Mental Illness,0,30/09/2016
RWN,Mental Illness,377.847826,30/09/2016
RR1,Mental Illness,0,30/09/2016
RRD,Mental Illness,314,30/09/2016
RRE,Mental Illness,305.521739,30/09/2016
RRJ,Mental Illness,0,30/09/2016
RRK,Mental Illness,0,30/09/2016
RT1,Mental Illness,233.141304,30/09/2016
RP1,Mental Illness,192.271739,30/09/2016
RP7,Mental Illness,237,30/09/2016
RQ3,Mental Illness,34,30/09/2016
RQ8,Mental Illness,0,30/09/2016
RQQ,Mental Illness,0,30/09/2016
RQW,Mental Illness,0,30/09/2016
RLY,Mental Illness,167,30/09/2016
RM1,Mental Illness,0,30/09/2016
RMY,Mental Illness,421.380435,30/09/2016
RNA,Mental Illness,0,30/09/2016
RNQ,Mental Illness,0,30/09/2016
RNS,Mental Illness,0,30/09/2016
RKB,Mental Illness,0,30/09/2016
RL1,Mental Illness,0,30/09/2016
RL4,Mental Illness,0,30/09/2016
RLQ,Mental Illness,0,30/09/2016
RLT,Mental Illness,0,30/09/2016
RLU,Mental Illness,0,30/09/2016
RGT,Mental Illness,0,30/09/2016
RHA,Mental Illness,866.98913,30/09/2016
RJC,Mental Illness,0,30/09/2016
RJE,Mental Illness,0,30/09/2016
RLY,Maternity,0,31/03/2022
RNA,Maternity,49,31/03/2022
RNQ,Maternity,49,31/03/2022
RNS,Maternity,72.333333,31/03/2022
RJC,Maternity,46,31/03/2022
RJE,Maternity,64,31/03/2022
RK5,Maternity,48,31/03/2022
RKB,Maternity,74.966667,31/03/2022
RL1,Maternity,0,31/03/2022
RL4,Maternity,49.622222,31/03/2022
RXY,Maternity,0,31/03/2022
RYR,Maternity,132.333333,31/03/2022
R1A,Maternity,0,31/03/2022
RBK,Maternity,24.8,31/03/2022
RFS,Maternity,33.966667,31/03/2022
RHA,Maternity,0,31/03/2022
RWF,Maternity,43,31/03/2022
RWX,Maternity,0,31/03/2022
RX2,Maternity,0,31/03/2022
RXC,Maternity,25,31/03/2022
RXQ,Maternity,57,31/03/2022
RXX,Maternity,0,31/03/2022
RPC,Maternity,0,31/03/2022
RTH,Maternity,80,31/03/2022
RTK,Maternity,51.033333,31/03/2022
RTP,Maternity,33.166667,31/03/2022
RVV,Maternity,50,31/03/2022
RW1,Maternity,0,31/03/2022
RHU,Maternity,46,31/03/2022
RHW,Maternity,57.233333,31/03/2022
RN5,Maternity,86.677778,31/03/2022
RN7,Maternity,36,31/03/2022
RNU,Maternity,0,31/03/2022
RPA,Maternity,46,31/03/2022
RWV,Maternity,0,31/03/2022
R1C,Maternity,0,31/03/2022
R1F,Maternity,16,31/03/2022
RA2,Maternity,50,31/03/2022
RDU,Maternity,87.433333,31/03/2022
RHM,Maternity,63,31/03/2022
RN3,Maternity,30,31/03/2022
RNZ,Maternity,24,31/03/2022
RTE,Maternity,46,31/03/2022
RTQ,Maternity,0,31/03/2022
RVJ,Maternity,55,31/03/2022
RVN,Maternity,0,31/03/2022
RDY,Maternity,0,31/03/2022
REF,Maternity,63.044444,31/03/2022
RH5,Maternity,36,31/03/2022
RH8,Maternity,42.522222,31/03/2022
RJ8,Maternity,0,31/03/2022
RK9,Maternity,58,31/03/2022
RA4,Maternity,16,31/03/2022
RA7,Maternity,72.688889,31/03/2022
RA9,Maternity,20,31/03/2022
RBD,Maternity,32,31/03/2022
RBZ,Maternity,15.822222,31/03/2022
RD1,Maternity,57.988889,31/03/2022
RVR,Maternity,95,31/03/2022
RWK,Maternity,0,31/03/2022
RYJ,Maternity,123.144444,31/03/2022
RYX,Maternity,0,31/03/2022
TAF,Maternity,0,31/03/2022
R0D,Maternity,60,31/03/2022
RQM,Maternity,128.633333,31/03/2022
RQX,Maternity,41,31/03/2022
RQY,Maternity,0,31/03/2022
RRP,Maternity,0,31/03/2022
RRV,Maternity,81.2,31/03/2022
RV3,Maternity,0,31/03/2022
RKE,Maternity,52,31/03/2022
RKL,Maternity,0,31/03/2022
RP4,Maternity,0,31/03/2022
RP6,Maternity,0,31/03/2022
RPG,Maternity,0,31/03/2022
RPY,Maternity,0,31/03/2022
RF4,Maternity,62,31/03/2022
RJ1,Maternity,98,31/03/2022
RJ2,Maternity,120,31/03/2022
RJ6,Maternity,58,31/03/2022
RJ7,Maternity,67,31/03/2022
RJZ,Maternity,119,31/03/2022
RAL,Maternity,83,31/03/2022
RAN,Maternity,0,31/03/2022
RAP,Maternity,35.833333,31/03/2022
RAS,Maternity,71,31/03/2022
RAT,Maternity,0,31/03/2022
RAX,Maternity,55,31/03/2022
RXP,Learning Disabilities,0,31/03/2022
RY6,Learning Disabilities,0,31/03/2022
TAD,Learning Disabilities,6,31/03/2022
TAH,Learning Disabilities,0,31/03/2022
R1H,Maternity,195,31/03/2022
R1K,Maternity,68,31/03/2022
RWY,Learning Disabilities,0,31/03/2022
RX3,Learning Disabilities,114.588889,31/03/2022
RX4,Learning Disabilities,93,31/03/2022
RXE,Learning Disabilities,0,31/03/2022
RXF,Learning Disabilities,0,31/03/2022
RXG,Learning Disabilities,24,31/03/2022
RTD,Learning Disabilities,0,31/03/2022
RTF,Learning Disabilities,0,31/03/2022
RTR,Learning Disabilities,0,31/03/2022
RV9,Learning Disabilities,7,31/03/2022
RVW,Learning Disabilities,0,31/03/2022
RWA,Learning Disabilities,0,31/03/2022
RHQ,Learning Disabilities,0,31/03/2022
RJL,Learning Disabilities,0,31/03/2022
RNN,Learning Disabilities,0,31/03/2022
RP5,Learning Disabilities,0,31/03/2022
RR7,Learning Disabilities,0,31/03/2022
RR8,Learning Disabilities,0,31/03/2022
RCD,Learning Disabilities,0,31/03/2022
RCF,Learning Disabilities,0,31/03/2022
RCU,Learning Disabilities,0,31/03/2022
RFF,Learning Disabilities,0,31/03/2022
RFR,Learning Disabilities,0,31/03/2022
RGD,Learning Disabilities,13,31/03/2022
RXN,Learning Disabilities,0,31/03/2022
RXR,Learning Disabilities,0,31/03/2022
RXV,Learning Disabilities,0,31/03/2022
R0B,Learning Disabilities,0,31/03/2022
RAE,Learning Disabilities,0,31/03/2022
RCB,Learning Disabilities,0,31/03/2022
RW4,Learning Disabilities,105,31/03/2022
RW5,Learning Disabilities,0,31/03/2022
RWJ,Learning Disabilities,0,31/03/2022
RWW,Learning Disabilities,0,31/03/2022
RXA,Learning Disabilities,23.511111,31/03/2022
RXL,Learning Disabilities,0,31/03/2022
RMC,Learning Disabilities,0,31/03/2022
RMP,Learning Disabilities,0,31/03/2022
RRF,Learning Disabilities,0,31/03/2022
RT2,Learning Disabilities,0,31/03/2022
RTX,Learning Disabilities,0,31/03/2022
RJF,Mental Illness,0,30/09/2016
RK5,Mental Illness,0,30/09/2016
RFS,Mental Illness,0,30/09/2016
RGM,Mental Illness,0,30/09/2016
RGN,Mental Illness,0,30/09/2016
RGP,Mental Illness,0,30/09/2016
RGQ,Mental Illness,0,30/09/2016
RGR,Mental Illness,0,30/09/2016
RC1,Mental Illness,0,30/09/2016
RC9,Mental Illness,0,30/09/2016
RCX,Mental Illness,0,30/09/2016
RD8,Mental Illness,0,30/09/2016
RDD,Mental Illness,0,30/09/2016
RDE,Mental Illness,0,30/09/2016
TAE,Mental Illness,254.73913,30/09/2016
TAH,Mental Illness,152,30/09/2016
R1A,Mental Illness,134,30/09/2016
R1E,Mental Illness,0,30/09/2016
RAJ,Mental Illness,0,30/09/2016
RBK,Mental Illness,0,30/09/2016
RXL,Mental Illness,0,30/09/2016
RXN,Mental Illness,0,30/09/2016
RXP,Mental Illness,0,30/09/2016
RXR,Mental Illness,0,30/09/2016
RY6,Mental Illness,8,30/09/2016
TAD,Mental Illness,211,30/09/2016
RX3,Mental Illness,739.347826,30/09/2016
RX4,Mental Illness,633.782609,30/09/2016
RXA,Mental Illness,295.608696,30/09/2016
RXE,Mental Illness,257,30/09/2016
RXF,Mental Illness,0,30/09/2016
RXG,Mental Illness,448,30/09/2016
RW5,Mental Illness,501.826087,30/09/2016
RW6,Mental Illness,0,30/09/2016
RWA,Mental Illness,0,30/09/2016
RWJ,Mental Illness,0,30/09/2016
RWW,Mental Illness,0,30/09/2016
RWY,Mental Illness,0,30/09/2016
RTX,Mental Illness,0,30/09/2016
RV9,Mental Illness,207,30/09/2016
RVW,Mental Illness,0,30/09/2016
RVY,Mental Illness,0,30/09/2016
RW3,Mental Illness,12,30/09/2016
RW4,Mental Illness,595.304348,30/09/2016
RRF,Mental Illness,0,30/09/2016
RT2,Mental Illness,500,30/09/2016
RTD,Mental Illness,0,30/09/2016
RTF,Mental Illness,42.130435,30/09/2016
RTR,Mental Illness,0,30/09/2016
RTV,Mental Illness,308,30/09/2016
RNL,Mental Illness,0,30/09/2016
RNN,Mental Illness,140,30/09/2016
RP5,Mental Illness,0,30/09/2016
RQ6,Mental Illness,0,30/09/2016
RR7,Mental Illness,40,30/09/2016
RR8,Mental Illness,0,30/09/2016
RJR,Mental Illness,0,30/09/2016
RLN,Mental Illness,0,30/09/2016
RM2,Mental Illness,0,30/09/2016
RM3,Mental Illness,0,30/09/2016
RMC,Mental Illness,0,30/09/2016
RMP,Mental Illness,0,30/09/2016
RFF,Mental Illness,0,30/09/2016
RFR,Mental Illness,0,30/09/2016
RGD,Mental Illness,383.413043,30/09/2016
RHQ,Mental Illness,0,30/09/2016
RJL,Mental Illness,0,30/09/2016
RJN,Mental Illness,0,30/09/2016
RCU,Mental Illness,22,30/09/2016
RE9,Mental Illness,0,30/09/2016
REM,Mental Illness,0,30/09/2016
REN,Mental Illness,0,30/09/2016
REP,Mental Illness,0,30/09/2016
RET,Mental Illness,0,30/09/2016
RBS,Mental Illness,7,30/09/2016
RBT,Mental Illness,0,30/09/2016
RBV,Mental Illness,0,30/09/2016
RCB,Mental Illness,0,30/09/2016
RCD,Mental Illness,0,30/09/2016
RCF,Mental Illness,0,30/09/2016
RXY,Maternity,0,30/09/2016
RYR,Maternity,60,30/09/2016
RAE,Mental Illness,0,30/09/2016
RBL,Mental Illness,0,30/09/2016
RBN,Mental Illness,0,30/09/2016
RBQ,Mental Illness,0,30/09/2016
RWX,Maternity,0,30/09/2016
RX2,Maternity,0,30/09/2016
RXC,Maternity,30,30/09/2016
RXH,Maternity,74,30/09/2016
RXQ,Maternity,57,30/09/2016
RXX,Maternity,0,30/09/2016
RVJ,Maternity,55,30/09/2016
RVN,Maternity,0,30/09/2016
RVV,Maternity,57,30/09/2016
RW1,Maternity,0,30/09/2016
RWF,Maternity,48,30/09/2016
RWV,Maternity,0,30/09/2016
RPC,Maternity,0,30/09/2016
RTE,Maternity,46,30/09/2016
RTH,Maternity,112,30/09/2016
RTK,Maternity,53.054348,30/09/2016
RTP,Maternity,42,30/09/2016
RTQ,Maternity,0,30/09/2016
RN3,Maternity,30,30/09/2016
RN5,Maternity,78.076087,30/09/2016
RN7,Maternity,40,30/09/2016
RNU,Maternity,0,30/09/2016
RNZ,Maternity,24,30/09/2016
RPA,Maternity,47,30/09/2016
RH8,Maternity,43,30/09/2016
RHM,Maternity,67,30/09/2016
RHU,Maternity,51.01087,30/09/2016
RHW,Maternity,46.478261,30/09/2016
RJ8,Maternity,0,30/09/2016
RK9,Maternity,63,30/09/2016
RDR,Maternity,0,30/09/2016
RDU,Maternity,71.565217,30/09/2016
RDY,Maternity,0,30/09/2016
RDZ,Maternity,2.967391,30/09/2016
REF,Maternity,45,30/09/2016
RH5,Maternity,0,30/09/2016
RA9,Maternity,29,30/09/2016
RBA,Maternity,40,30/09/2016
RBD,Maternity,34.619565,30/09/2016
RBZ,Maternity,12,30/09/2016
RD1,Maternity,19.26087,30/09/2016
RD3,Maternity,61.326087,30/09/2016
R1F,Maternity,23,30/09/2016
R1J,Maternity,0,30/09/2016
RA2,Maternity,58,30/09/2016
RA3,Maternity,0,30/09/2016
RA4,Maternity,23,30/09/2016
RVY,Learning Disabilities,0,31/03/2022
REN,Learning Disabilities,0,31/03/2022
REP,Learning Disabilities,0,31/03/2022
RET,Learning Disabilities,0,31/03/2022
RJN,Learning Disabilities,0,31/03/2022
RJR,Learning Disabilities,0,31/03/2022
RM3,Learning Disabilities,0,31/03/2022
RBN,Learning Disabilities,0,31/03/2022
RBQ,Learning Disabilities,0,31/03/2022
RBS,Learning Disabilities,0,31/03/2022
RBT,Learning Disabilities,0,31/03/2022
RBV,Learning Disabilities,0,31/03/2022
REM,Learning Disabilities,0,31/03/2022
RWG,Learning Disabilities,0,31/03/2022
RWH,Learning Disabilities,0,31/03/2022
RWR,Learning Disabilities,61,31/03/2022
RY3,Learning Disabilities,1.366667,31/03/2022
R0A,Learning Disabilities,0,31/03/2022
RBL,Learning Disabilities,0,31/03/2022
RGR,Learning Disabilities,0,31/03/2022
RGT,Learning Disabilities,0,31/03/2022
RM1,Learning Disabilities,0,31/03/2022
RMY,Learning Disabilities,6,31/03/2022
RQW,Learning Disabilities,0,31/03/2022
RT1,Learning Disabilities,10,31/03/2022
RCX,Learning Disabilities,0,31/03/2022
RD8,Learning Disabilities,0,31/03/2022
RDE,Learning Disabilities,0,31/03/2022
RGM,Learning Disabilities,0,31/03/2022
RGN,Learning Disabilities,0,31/03/2022
RGP,Learning Disabilities,0,31/03/2022
RYG,Learning Disabilities,74,31/03/2022
RYW,Learning Disabilities,0,31/03/2022
TAJ,Learning Disabilities,25.266667,31/03/2022
R1L,Learning Disabilities,10,31/03/2022
RAJ,Learning Disabilities,0,31/03/2022
RC9,Learning Disabilities,0,31/03/2022
RXK,Learning Disabilities,0,31/03/2022
RXM,Learning Disabilities,0,31/03/2022
RXT,Learning Disabilities,0,31/03/2022
RXW,Learning Disabilities,0,31/03/2022
RY5,Learning Disabilities,0,31/03/2022
RY8,Learning Disabilities,9.411111,31/03/2022
RRK,Learning Disabilities,0,31/03/2022
RTG,Learning Disabilities,0,31/03/2022
RWD,Learning Disabilities,0,31/03/2022
RWE,Learning Disabilities,0,31/03/2022
RWP,Learning Disabilities,0,31/03/2022
RX1,Learning Disabilities,0,31/03/2022
RNS,Learning Disabilities,0,31/03/2022
RP1,Learning Disabilities,0,31/03/2022
RP7,Learning Disabilities,0,31/03/2022
RQ3,Learning Disabilities,0,31/03/2022
RRE,Learning Disabilities,12,31/03/2022
RRJ,Learning Disabilities,0,31/03/2022
RL4,Learning Disabilities,0,31/03/2022
RLQ,Learning Disabilities,0,31/03/2022
RLT,Learning Disabilities,0,31/03/2022
RLY,Learning Disabilities,12,31/03/2022
RNA,Learning Disabilities,0,31/03/2022
RNQ,Learning Disabilities,0,31/03/2022
RHA,Learning Disabilities,69.511111,31/03/2022
RJC,Learning Disabilities,0,31/03/2022
RJE,Learning Disabilities,0,31/03/2022
RK5,Learning Disabilities,0,31/03/2022
RKB,Learning Disabilities,0,31/03/2022
RL1,Learning Disabilities,0,31/03/2022
RXX,Learning Disabilities,7,31/03/2022
RXY,Learning Disabilities,0,31/03/2022
RYR,Learning Disabilities,0,31/03/2022
R1A,Learning Disabilities,0,31/03/2022
RBK,Learning Disabilities,0,31/03/2022
RFS,Learning Disabilities,0,31/03/2022
RW1,Learning Disabilities,0,31/03/2022
RWF,Learning Disabilities,0,31/03/2022
RWX,Learning Disabilities,9,31/03/2022
RX2,Learning Disabilities,10,31/03/2022
RXC,Learning Disabilities,0,31/03/2022
RXQ,Learning Disabilities,0,31/03/2022
RPA,Learning Disabilities,0,31/03/2022
RPC,Learning Disabilities,0,31/03/2022
RTH,Learning Disabilities,0,31/03/2022
RTK,Learning Disabilities,0,31/03/2022
RTP,Learning Disabilities,0,31/03/2022
RVV,Learning Disabilities,0,31/03/2022
RHM,Learning Disabilities,0,31/03/2022
RHU,Learning Disabilities,0,31/03/2022
RHW,Learning Disabilities,0,31/03/2022
RN5,Learning Disabilities,3.955556,31/03/2022
RN7,Learning Disabilities,0,31/03/2022
RNU,Learning Disabilities,9,31/03/2022
RVN,Learning Disabilities,5,31/03/2022
RWV,Learning Disabilities,4,31/03/2022
R1C,Learning Disabilities,10,31/03/2022
R1F,Learning Disabilities,0,31/03/2022
RA2,Learning Disabilities,0,31/03/2022
RDU,Learning Disabilities,0,31/03/2022
RK9,Learning Disabilities,0,31/03/2022
RN3,Learning Disabilities,0,31/03/2022
RNZ,Learning Disabilities,0,31/03/2022
RTE,Learning Disabilities,0,31/03/2022
RTQ,Learning Disabilities,6,31/03/2022
RVJ,Learning Disabilities,0,31/03/2022
RD1,Learning Disabilities,0,31/03/2022
RDY,Learning Disabilities,0,31/03/2022
REF,Learning Disabilities,0,31/03/2022
RH5,Learning Disabilities,0,31/03/2022
RH8,Learning Disabilities,0,31/03/2022
RJ8,Learning Disabilities,0,31/03/2022
R0D,Learning Disabilities,0,31/03/2022
RA4,Learning Disabilities,0,31/03/2022
RA7,Learning Disabilities,0,31/03/2022
RA9,Learning Disabilities,0,31/03/2022
RBD,Learning Disabilities,0,31/03/2022
RBZ,Learning Disabilities,0,31/03/2022
RV3,Learning Disabilities,13,31/03/2022
RVR,Learning Disabilities,0,31/03/2022
RWK,Learning Disabilities,0,31/03/2022
RYJ,Learning Disabilities,0,31/03/2022
RYX,Learning Disabilities,0,31/03/2022
RA7,Maternity,72.782609,30/09/2016
RVR,Maternity,97,30/09/2016
RWK,Maternity,0,30/09/2016
RYJ,Maternity,140.282609,30/09/2016
RYX,Maternity,0,30/09/2016
TAF,Maternity,0,30/09/2016
R1C,Maternity,0,30/09/2016
RQX,Maternity,40.456522,30/09/2016
RQY,Maternity,0,30/09/2016
RRP,Maternity,0,30/09/2016
RRV,Maternity,71,30/09/2016
RT3,Maternity,0,30/09/2016
RV3,Maternity,0,30/09/2016
RKL,Maternity,0,30/09/2016
RP4,Maternity,0,30/09/2016
RP6,Maternity,0,30/09/2016
RPG,Maternity,0,30/09/2016
RPY,Maternity,0,30/09/2016
RQM,Maternity,174.663043,30/09/2016
RJ1,Maternity,98,30/09/2016
RJ2,Maternity,93.543478,30/09/2016
RJ6,Maternity,61,30/09/2016
RJ7,Maternity,66,30/09/2016
RJZ,Maternity,120,30/09/2016
RKE,Maternity,51,30/09/2016
RAN,Maternity,0,30/09/2016
RAP,Maternity,49,30/09/2016
RAS,Maternity,62,30/09/2016
RAT,Maternity,0,30/09/2016
RAX,Maternity,55,30/09/2016
RF4,Maternity,62,30/09/2016
RYV,Maternity,0,30/09/2016
RYW,Maternity,0,30/09/2016
TAJ,Maternity,0,30/09/2016
R1H,Maternity,200,30/09/2016
R1K,Maternity,69,30/09/2016
RAL,Maternity,77,30/09/2016
RXW,Maternity,58,30/09/2016
RY3,Maternity,0,30/09/2016
RY5,Maternity,0,30/09/2016
RY8,Maternity,0,30/09/2016
RYG,Maternity,0,30/09/2016
RYK,Maternity,0,30/09/2016
RWN,Maternity,0,30/09/2016
RWP,Maternity,70.097826,30/09/2016
RX1,Maternity,110,30/09/2016
RXK,Maternity,62,30/09/2016
RXM,Maternity,0,30/09/2016
RXT,Maternity,0,30/09/2016
RT1,Maternity,0,30/09/2016
RTG,Maternity,72.206522,30/09/2016
RWD,Maternity,157,30/09/2016
RWE,Maternity,138,30/09/2016
RWG,Maternity,72.782609,30/09/2016
RWH,Maternity,48,30/09/2016
RQW,Maternity,42,30/09/2016
RR1,Maternity,106,30/09/2016
RRD,Maternity,0,30/09/2016
RRE,Maternity,0,30/09/2016
RRJ,Maternity,0,30/09/2016
RRK,Maternity,0,30/09/2016
RNS,Maternity,60,30/09/2016
RP1,Maternity,0,30/09/2016
RP7,Maternity,0,30/09/2016
RQ3,Maternity,0,30/09/2016
RQ8,Maternity,55,30/09/2016
RQQ,Maternity,37,30/09/2016
RLU,Maternity,110,30/09/2016
RLY,Maternity,0,30/09/2016
RM1,Maternity,88.934783,30/09/2016
RMY,Maternity,0,30/09/2016
RNA,Maternity,43,30/09/2016
RNQ,Maternity,49,30/09/2016
RK5,Maternity,48,30/09/2016
RKB,Maternity,69.23913,30/09/2016
RL1,Maternity,0,30/09/2016
RL4,Maternity,36,30/09/2016
RLQ,Maternity,17,30/09/2016
RLT,Maternity,15.76087,30/09/2016
RGR,Maternity,41.086957,30/09/2016
RGT,Maternity,57.293478,30/09/2016
RHA,Maternity,0,30/09/2016
RJC,Maternity,40,30/09/2016
RJE,Maternity,62,30/09/2016
RJF,Maternity,48,30/09/2016
RDE,Maternity,34.228261,30/09/2016
RFS,Maternity,31,30/09/2016
RGM,Maternity,0,30/09/2016
RGN,Maternity,67,30/09/2016
RGP,Maternity,41.836957,30/09/2016
RGQ,Maternity,38.021739,30/09/2016
RBK,Maternity,32.902174,30/09/2016
RC1,Maternity,30.369565,30/09/2016
RC9,Maternity,80.467391,30/09/2016
RCX,Maternity,25,30/09/2016
RD8,Maternity,53,30/09/2016
RDD,Maternity,54,30/09/2016
5KG,General & Acute,0,31/03/2011
5KL,General & Acute,12,31/03/2011
5KM,General & Acute,44,31/03/2011
5ND,General & Acute,70,31/03/2011
5QR,General & Acute,91,31/03/2011
RE9,General & Acute,397.866667,31/03/2011
RTQ,Mental Illness,202.877778,31/03/2011
RVJ,Mental Illness,22.355556,31/03/2011
RVN,Mental Illness,639.6,31/03/2011
RWV,Mental Illness,276.044444,31/03/2011
RH8,Mental Illness,0,31/03/2011
RJ8,Mental Illness,139.411111,31/03/2011
RK9,Mental Illness,0,31/03/2011
RN3,Mental Illness,0,31/03/2011
RNZ,Mental Illness,0,31/03/2011
RTE,Mental Illness,0,31/03/2011
RBZ,Mental Illness,0,31/03/2011
RD1,Mental Illness,0,31/03/2011
RD3,Mental Illness,0,31/03/2011
RDZ,Mental Illness,0,31/03/2011
REF,Mental Illness,0,31/03/2011
RH5,Mental Illness,166.244444,31/03/2011
RA4,Mental Illness,0,31/03/2011
RA7,Mental Illness,0,31/03/2011
RA9,Mental Illness,0,31/03/2011
RBA,Mental Illness,0,31/03/2011
RBB,Mental Illness,0,31/03/2011
RBD,Mental Illness,0,31/03/2011
5QL,Mental Illness,0,31/03/2011
5QM,Mental Illness,103,31/03/2011
5QN,Mental Illness,0,31/03/2011
5QP,Mental Illness,0,31/03/2011
5QQ,Mental Illness,33.733333,31/03/2011
RA3,Mental Illness,0,31/03/2011
RWX,Mental Illness,238.644444,31/03/2011
RXQ,Mental Illness,0,31/03/2011
5F1,Mental Illness,144,31/03/2011
5K3,Mental Illness,0,31/03/2011
5QH,Mental Illness,0,31/03/2011
5QK,Mental Illness,0,31/03/2011
RHW,Mental Illness,0,31/03/2011
RN1,Mental Illness,0,31/03/2011
TAF,Learning Disabilities,0,31/03/2022
RPY,Learning Disabilities,0,31/03/2022
RQM,Learning Disabilities,0,31/03/2022
RQX,Learning Disabilities,0,31/03/2022
RQY,Learning Disabilities,0,31/03/2022
RRP,Learning Disabilities,0,31/03/2022
RRV,Learning Disabilities,0,31/03/2022
RJZ,Learning Disabilities,0,31/03/2022
RKE,Learning Disabilities,0,31/03/2022
RKL,Learning Disabilities,0,31/03/2022
RP4,Learning Disabilities,0,31/03/2022
RP6,Learning Disabilities,0,31/03/2022
RPG,Learning Disabilities,12,31/03/2022
RAX,Learning Disabilities,0,31/03/2022
RF4,Learning Disabilities,0,31/03/2022
RJ1,Learning Disabilities,0,31/03/2022
RJ2,Learning Disabilities,0,31/03/2022
RJ6,Learning Disabilities,0,31/03/2022
RJ7,Learning Disabilities,0,31/03/2022
R1K,Learning Disabilities,0,31/03/2022
RAL,Learning Disabilities,0,31/03/2022
RAN,Learning Disabilities,0,31/03/2022
RAP,Learning Disabilities,0,31/03/2022
RAS,Learning Disabilities,0,31/03/2022
RAT,Learning Disabilities,12,31/03/2022
RXG,General & Acute,24,31/03/2022
RXP,General & Acute,922.711111,31/03/2022
RY6,General & Acute,0,31/03/2022
TAD,General & Acute,0,31/03/2022
TAH,General & Acute,0,31/03/2022
R1H,Learning Disabilities,0,31/03/2022
RWA,General & Acute,989.755556,31/03/2022
RWY,General & Acute,624.666667,31/03/2022
RX3,General & Acute,0,31/03/2022
RX4,General & Acute,49,31/03/2022
RXE,General & Acute,61.311111,31/03/2022
RXF,General & Acute,1041.8,31/03/2022
RR8,General & Acute,1644.022222,31/03/2022
RTD,General & Acute,1393.866667,31/03/2022
RTF,General & Acute,808.677778,31/03/2022
RTR,General & Acute,874,31/03/2022
RV9,General & Acute,0,31/03/2022
RVW,General & Acute,500.188889,31/03/2022
RGD,General & Acute,0,31/03/2022
RHQ,General & Acute,1408.633333,31/03/2022
RJL,General & Acute,618.877778,31/03/2022
RNN,General & Acute,610.677778,31/03/2022
RP5,General & Acute,676.222222,31/03/2022
RR7,General & Acute,453.877778,31/03/2022
RCB,General & Acute,1078.366667,31/03/2022
RCD,General & Acute,279.733333,31/03/2022
RCF,General & Acute,348,31/03/2022
RCU,General & Acute,133.5,31/03/2022
RFF,General & Acute,441,31/03/2022
RFR,General & Acute,452.311111,31/03/2022
RXL,General & Acute,642.7,31/03/2022
RXN,General & Acute,817.688889,31/03/2022
RXR,General & Acute,936.633333,31/03/2022
RXV,General & Acute,0,31/03/2022
R0B,General & Acute,1092,31/03/2022
RAE,General & Acute,577.866667,31/03/2022
